movieId,title,genres,storyline,country,language,director,release_year,runtime,age_rating,tag_1,tag_2,tag_3
6695,Jeepers Creepers 2 (2003),Horror|Thriller,"Stranded on a lonely road, a school bus full of high-school basketball players, their coaches, and cheerleaders must defend themselves from the Creeper, a flesh-eating ancient beast that resurfaces on the earth every 23 years to feed. Meanwhile, a farmer and his son set out on a personal mission to hunt down the Creeper. —RRotten",United States,English,Victor Salva,2003,1 hour 46 minutes,18,cornfield,demon,school bus
6696,Bollywood/Hollywood (2002),Comedy|Drama|Musical|Romance,"After Rahul's white pop-star fiancée dies in a bizarre levitation accident his mother insists he find another girl as soon as possible, preferably a Hindi one. As she backs this up by postponing his sister's wedding until he does so, he feels forced to act, the more so as he knows his sister is pregnant. But it's a pretty tall order for an Indian living in Ontario, so when he meets striking escort Sunita who can 'be whatever you want me to be' he hatches a scheme to pass her off as his new betrothed. Things get complicated when his family start to take to her and he realises his own feelings are becoming rather stronger than that. —J-26",Canada,"English, Hindi, Spanish",Deepa Mehta,2002,1 hour 45 minutes,12,watching tv,female director,female filmmaker
6699,Once Upon a Time in the Midlands (2002),Drama,"Originally from the Midlands, Jimmy is currently living in Glasgow eking out a living as a hapless petty crook. One day, he sees his old family and friends--including his older foster sister Carol, her boyfriend/his old buddy Charlie, Jimmy's ex-wife and Carol's best friend Shirley, and Jimmy's preteen daughter Marlene--on a television talk show, baring their souls to a national audience. He has not seen any of them in years. On the show, Shirley rejects the marriage proposal of her slightly-awkward live-in boyfriend Dek. Jimmy sees her answer to Dek as a reason to head back to the Midlands to reunite with his past, especially with Shirley and Marlene. Already humiliated, Dek is less than thrilled to see Jimmy back in their lives. In the ensuing duel between Jimmy and Dek for Shirley and Marlene's affections, others get caught up in the crossfire. Meanwhile, three of Jimmy's equally-hapless crook friends from Glasgow come looking for him; he left them high and dry at their latest heist and absconded with all their money. —Huggo",United Kingdom,English,Shane Meadows,2002,1 hour 44 minutes,Rated R for language,vandalism,underwear,teenage girl
6702,Dickie Roberts: Former Child Star (2003),Comedy,"Once, he was on top of the world as a popular child actor on TV. Now, he's Hollywood's punchline about everything wrong with people who were famous as children. All Dickie Roberts wants to do is find that one gig that will restore his honor and everyone's love of him, so after learning that Rob Reiner's making an ambitious new movie destined to sweep the Oscars, Dickie's first in line to audition. He walks out having learned he certainly looks the part but can't act it... yet, owing to his very unusual childhood. To research the role, Dickie embarks on a bizarre scheme to live with a suburban family to see how the average American child lives, having them put him up as their ""son"". But once his gloves are off, Dickie discovers how great it is to be part of a true family, and whether he gets the part or not, his attempt at method acting will certainly change his life forever. —ApprehensiveSpaghetti",United States,English,Sam Weisman,2003,1 hour 38 minutes,15,white panties,panties,2000s
6705,Party Monster (2003),Comedy|Crime|Drama|Thriller,"Set in the New York club scene of the late 1980's thru the 1990's, a tale which is based on the rise and fall of club-kid promoter Michael Alig, a party organizer, whose extravagant life was sent spiralling downward when he boasted on television that he had killed his friend, roommate, and drug dealer, Angel Melendez. Originally from Indiana, Alig moved to New York, and came to be an underground legend, known for his excessive drug use and outrageous behavior in the club world. At his peak, he had his own record label, and magazine, and hosted Disco 2000, one of the biggest club nights in New York in the '90s. He was doing a lot of drugs, and as his addiction got worse, his party themes became darker and more twisted. Alig's saga reached its tragic crescendo when he viciously murdered his drug dealer, Angel, by injecting him with Drano and throwing him in the East River. The power he wielded on the club scene made him feel untouchable, so he didn't hesitate to boast of the murder. The press thought it was a publicity stunt--until Angel's body washed ashore. —Sujit R. Varma",United States,English,Fenton Bailey,2003,1 hour 38 minutes,"Rated R for pervasive drug use, language and some violence",gay,homosexual,bare chested male
6706,Taking Sides (2001),Drama,"A tale based on the life of Wilhelm Furtwangler, the controversial conductor of the Berlin Philharmonic whose tenure coincided with the controversial Nazi era. One of the most spectacular and renowned conductors of the 1930s, Furtwangler's reputation rivalled that of Toscanini's. After the war, he was investigated as part of the Allies' de-Nazification program. In the bombed-out Berlin of the immediate post-war period, the Allies slowly bring law and order, and justice, to bear in an occupied Germany. An American Major is given the Furtwangler file, and is told to find everything he can and to prosecute the man ruthlessly. Tough and hard-nosed, Major Steve Arnold sets out to investigate a world of which he knows nothing. Orchestra members vouch for Furtwangler's morality. He did what he could to protect Jewish players from his orchestra. To the Germans, deeply respectful of their musical heritage, Furtwangler was a demigod; to Major Arnold, he is just a lying, weak-willed Nazi. —Sujit R. Varma",France,"English, Russian, French, German",István Szabó,2001,1 hour 48 minutes,Not Rated,bombed out building,courage,army
6707,Cabin Fever (2002),Horror|Thriller,"College friends Paul, Karen, Bert, Marcy and Jeff rent an isolated cabin in the woods to spend a week together. When they arrive, a man contaminated with a weird disease asks them for help, but they panic and burn the man, who falls into the water reservoir and dies. The whole group, except Karen, makes a pact to drink only beer the rest of the week without knowing where the dead body is. When Karen drinks tap water and gets the disease, the group begins their journey to hell. —Claudio Carvalho, Rio de Janeiro, Brazil",United States,English,Eli Roth,2002,1 hour 33 minutes,18,flesh eating virus,cabin in the woods,sex scene
6708,Matchstick Men (2003),Comedy|Crime|Drama,"Meet Roy and Frank, a couple of professional small-time con artists. What Roy, a veteran of the grift, and Frank, his ambitious protégé, are swindling these days are ""water filtration systems,"" bargain-basement water filters bought by unsuspecting people who pay ten times their value in order to win bogus prizes like cars, jewelry and overseas vacations--which they never collect. These scams net the flim-flam men a few hundred here, another thousand there, which eventually adds up to a lucrative partnership. Roy's private life, however, is not so successful. An obsessive-compulsive agoraphobe with no personal relationships to call his own, Roy is barely hanging on to his wits, and when his idiosyncrasies begin to threaten his criminal productivity he's forced to seek the help of a psychoanalyst just to keep him in working order. While Roy is looking for a quick fix, his therapy begets more than he bargained for: the revelation that he has a teenage daughter--a child whose existence he suspected but never dared confirm. What's more troubling, 14-year-old Angela wants to meet the father she never knew. At first, Angela's appearance disrupts her neurotic father's carefully ordered routine. Soon, however, with his own unique spin on parenthood, Roy begins to enjoy a relationship he never dreamed of having with his daughter. But while he develops paternal feelings for the 14-year-old, she's developing a fascination with Daddy's questionable career. —Sujit R. Varma",United States,English,Ridley Scott,2003,1 hour 56 minutes,15,criminal,child,man wears a hospital gown
6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller,"Return of the mythic guitar-slinging hero, El Mariachi (Antonio Banderas), in the final installment of the Mariachi/Desperado trilogy. The saga continues as El Mariachi makes his way across a rugged landscape on the blood trail of Barrillo (Willem Dafoe), a cartel kingpin with one last score to settle who is planning a coup d'etat against the president of Mexico. Enlisted by Sands (Johnny Depp), a corrupt CIA agent, El Mariachi demands retribution.",United States,"English, Spanish",Robert Rodriguez,2003,1 hour 42 minutes,18,mexico,bikini,outnumbered
6710,Dummy (2002),Comedy|Drama|Romance,"Steven, nearly 30 and living with his parents, sees an old Edgar Bergen movie on TV and decides to fulfill his longtime dream of becoming a ventriloquist. His beautiful unemployment counselor Lorena finds him work, but puts out a restraining order on him when he paints a thank-you note on her door. Later, this young mother agrees to date him anyway, but finds his bickering family, and his inexperience with women, daunting to a relationship. Steven's sister Heidi is a wedding planner with a drunken ex-fiancé who keeps showing up at the door. His friend Fangora is a pseudo-punk rocker whose sex does not prevent her from giving him terrible advice about women. The wedding of a Jewish girl, who wants Klezmer music and gets something unexpected, will become a turning point in everyone's lives. —J. Spurlin",United States,"English, Yiddish, French",Greg Pritikin,2002,1 hour 31 minutes,15,friend,friendship,independent film
6711,Lost in Translation (2003),Comedy|Drama|Romance,"Middle-aged American movie star Bob Harris is in Tokyo to film a personal endorsement Suntory whiskey ad solely for the Japanese market. He is past his movie star prime, but his name and image still have enough cachet for him to have gotten this lucrative $2 million job. He has an unsatisfying home life where his wife Lydia follows him wherever he goes - in the form of messages and faxes - for him to deal with the minutiae of their everyday lives, while she stays at home to look after their kids. Staying at the same upscale hotel is fellow American, twenty-something recent Yale Philosophy graduate Charlotte, her husband John, an entertainment still photographer, who is on assignment in Japan. As such, she is largely left to her own devices in the city, especially when his job takes him out of Tokyo. Both Bob and Charlotte are feeling lost by their current situations, which are not helped by the cultural barriers they feel in Tokyo, those cultural barriers extending far beyond just not knowing the language. After a few chance encounters in the hotel, they end up spending much of their time hanging out together, each helping the other deal with their feelings of loss in their current lives. The friendship that develops between the two, which is not always a bumpy-free one, may be just for this specific place and time, but it may also have long lasting implications. —Huggo",United States,"English, Japanese, German, French",Sofia Coppola,2003,1 hour 42 minutes,15,older man younger woman relationship,loneliness,unlikely friendship
6713,Millennium Actress (Sennen joyû) (2001),Animation|Drama|Romance,"A movie studio is being torn down. TV interviewer Genya Tachibana has tracked down its most famous star, Chiyoko Fujiwara, who has been a recluse since she left acting some 30 years ago. Tachibana delivers a key to her, and it causes her to reflect on her career; as she's telling the story, Tachibana and his long-suffering cameraman are drawn in. The key was given to her as a teenager by a painter and revolutionary that she helped to escape the police. She becomes an actress because it will make it possible to track him down, and she spends the next several decades acting out that search in various genres and eras. —Jon Reeves <jreeves@imdb.com>",Japan,"Japanese, English",Satoshi Kon,2001,1 hour 27 minutes,All,key,in medias res,female protagonist
6715,Children of the Night (1991),Horror,"Cindy and Lucy are eighteen and going away to college. As a ritual they must rid themselves of the dirt of their small home town (Allburg) by swimming in an abandoned church crypt. They jump in and begin talking about sex when Lucys crucifix falls into the water and drifts down to land on Czakyr's (an ancient vampire) head, apparently waking him up. Some time on-wards a school teacher from a nearby town, Mark, gets directed to Allburg to help Lucy and her grandmother, who are suspected to be in trouble. Lucy becomes the target of a town turned vampire because of her 'virgin blood'. Mark, Lucy and an old wino shack up in an abandoned building outside of town but eventually get lured back to Allburg by the locals. There, with a giant glowing cross spearing the front of their Toyota, they take the town on and battle Czakyr. They win and life is restored to its original normalcy. —kwedgwood@hotmail.com",United States,English,Tony Randel,1991,1 hour 32 minutes,15,vampire,murder of a child,psychotronic film
6718,Gotcha! (1985),Comedy,"Jonathan Moore and his buddies are into spy games. They play hunter and hunted on the UCLA campus with paint ball guns. His roommate Manolo is popular with the girls, but Jonathan can't raise any interest from young coeds. A school break allows the housemates to fly to Europe where Jonathan hopes to get lucky. It happens pretty quickly at a street cafe in Paris. Sasha, a young grad student from Czechoslovakia, watches Jonathan struggle with a French waiter. She takes pity on him and asks to share his table. Soon, the two are back in his hotel room. Sasha says she loves virgin 18-year-olds. About the time that Jonathan and Manolo plan to head for Spain, Sasha asks Jonathan to accompany her on a business matter in Berlin. Once there, he discovers that she is a courier with a package to pick up in East Berlin. They enter the D.D.R. as a tourist couple. The authorities are rather unfriendly. Sasha excuses herself for a moment to visit a photo booth. The attendant passes a roll of film to her. Vlad, a Russian agent watching all this transpire, grows suspicious of her. Her superiors instruct her to slip the film into Jonathan's bag without his knowledge and direct him to leave East Berlin promptly. His room at the hotel has been ransacked. His traveler's checks are gone. He makes it back to West Berlin just before Vlad can catch him. Disguised as a member of a skinhead band, he manages to make it from Berlin to where he can fly home. His troubles are not yet over. Vlad has followed him to LA. The CIA is after the film, too. Now, however, they are on Jonathan's home turf where his Gotcha game savvy is available. —Garon Smith",United States,"English, German, Russian, French",Jeff Kanew,1985,1 hour 41 minutes,PG-13,soviet union,college campus,tag the game
6720,Kuffs (1992),Action|Comedy|Crime,"George Kuffs didn't finish high-school, just lost his job and his girlfriend who still is in college is pregnant. Since he can't see how he can support her, he thinks she is better off without him. So he visits his elder brother, Brad, to squeze him for a loan so he can go to Brazil where there's a gold-rush going on. Unfortunately Brad is killed and George is suddenly the owner of Brad's ""patrol special"" district. —Lars J. Aas <larsa@colargol.edb.tih.no>",United States,English,Bruce A. Evans,1992,1 hour 42 minutes,15,breaking the fourth wall,talking to the camera,time bomb
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama,"Set in late 19th century Canton this martial arts film depicts the stance taken by the legendary martial arts hero Wong Fei-Hung (1847-1924) against foreign forces' (English, French and American) plundering of China. When Aunt Yee arrives back from America totally westernised, Wong Fei-Hung assumes the role of her protector. This proves to be difficult when his martial arts school and local militia become involved in fierce battles with foreign and local government. As violence escalates even Aunt Yee has to question her new western ideals, but is it possible to fight guns with Kung Fu? —Michele Wilkinson, University of Cambridge Language Centre, <mw125@cus.cam.ac.uk>",Hong Kong,"Cantonese, English, French",Hark Tsui,1991,2 hours 14 minutes,15,fight,wong fei hung character,character name as title
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance,"In the sequel to the Tsui Hark classic, Wong Fei-Hung faces The White Lotus society, a fanatical cult seeking to drive the Europeans out of China through violence, even attacking Chinese who follow Western ways. Wong must also defend Dr. Sun Yat Sen, a revolutionary, from the military. With his friends, loved ones, and the future of China itself at stake, Wong must once again use his martial arts skills to defend the innocent. —Ian Cohen",Hong Kong,"Cantonese, English",Hark Tsui,1992,1 hour 53 minutes,15,1890s,wong fei hung character,martial arts
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action,"Wong Fei-Hung and sidekick Chung arrive in Peking just as the Empress announces a Lion Dance martial arts contest. Also accompanying him is cousin Yee, his young, Westernized aunt-by-adoption, to whom Wong is secretly betrothed. Wong faces a possible romantic rival in a Russian diplomat, Tumanovsky, whom Aunt Yee knew back in school, and a martial arts rival in the brutal Club Foot, who beats up Wong's father. Club Foot works for the slimy Leung Fun, who is determined to win the prestigious Lion Dance contest at any cost. However, by the time the spectacular Lion Dance contest occurs many things will change. —Reid Gagle",Hong Kong,"Cantonese, Russian, English, Mandarin",Hark Tsui,1992,2 hours 5 minutes,12,battle,fight,martial arts action
6724,Paper Moon (1973),Comedy|Crime|Drama,"Set in the midwest of the depression-era, Paper Moon follows Moses Pray and Addie Loggins - one a con artist, the other, the young girl who's the daughter of a woman who's just passed away. The pair meet when 'Mose' stops by the sparsely-attended funeral in Kansas of a woman he once knew (we never see her). In attendance, is the woman's young daughter, Addie, whom Moses agrees to transport to St Joseph, Mo -- for money, of course. Mose - an inveterate hustler, has been working ostensibly as a representative of the Kansas Bible Company - who picks his marks from the obits, and tries to sell - at exorbitant prices - the decedents' spouse the custom bible they'd previously ordered. Wise beyond her years, Addie picks up on Moses' grift, and very quickly, she and Mose become a team. Traveling from town to town, making money in every dishonest way imaginable, and looking for the ultimate score. The colorful characters they meet along the way make the film all the more interesting. One in particular - Miss Trixie Delight - an exotic dancer who Mose rescues from a traveling carnival and the girl who works for her, poor, suffering Imogene. Addie sees Miss Delight as a potential rival, and she concocts a plan with Imogene to free themselves of her. The film's peppered with regional dialogue, one of the most memorable line's uttered when Mose is forced to wrestle a backwoodsman in order to trade his new car for the hillbilly's battered old truck; ""make him say calf-rope, Leroy!"" one of the observers calls out. Paper Moon, directed by Peter Bogdonovich is adapted from the novel, ""Addie Pray"" (1971) by Joe David Brown. —MARK FLEETWOOD <mfleetwo@mail.coin.missouri.edu>",United States,English,Peter Bogdanovich,1973,1 hour 42 minutes,15,con man,great depression,little girl
6731,Day of the Dead (1985),Horror|Sci-Fi|Thriller,"Zombies rule the world, except for a small group of scientists and military personnel who reside in an underground bunker in Florida. The scientists are using the undead in gruesome experiments; much to the chagrin of the military. Finally the military finds that their men have been used in the scientists' experiments, and banish the scientists to the caves that house the Living Dead. Unfortunately, the zombies from above ground have made their way into the bunker. —Matt Puskas <s0047192@monteagle.niagara.edu>",United States,English,George A. Romero,1985,1 hour 41 minutes,18,bully,bully comeuppance,questioning authority
6732,"Hello, Dolly! (1969)",Comedy|Musical|Romance,"A matchmaker named Dolly Levi takes a trip to Yonkers, New York to see the ""well-known unmarried half-a-millionaire,"" Horace Vandergelder. While there, she convinces him, his two stock clerks and his niece and her beau to go to New York City. In New York, she fixes Vandergelder's clerks up with the woman Vandergelder had been courting, and her shop assistant (Dolly has designs of her own on Mr. Vandergelder, you see). —Randy Goldberg <goldberg@nymc.edu>",United States,English,Gene Kelly,1969,2 hours 26 minutes,G,year 1890,1890s,matchmaker
6734,Memoirs of an Invisible Man (1992),Comedy|Romance|Sci-Fi|Thriller,"Nick Halloway is made invisible during an accident. When Jenkins finds out about Nick, he set out to recruit him into the world of espionage, seeing the potential for an invisible CIA agent. When Alice Monroe falls in love with Nick, they are forced to flee the attentions of Jenkins. Nick also has the problem of living invisibly whilst trying to find a cure. —Rob Hartill",United States,English,John Carpenter,1992,1 hour 39 minutes,15,invisibility,lingerie,sexy woman
6744,Once Bitten (1985),Comedy|Horror,"The Countess has a problem. She is a 400 year old vampire who will cease to look young unless she is able to feed on a virgin three times before the upcoming Halloween, a week away. She sends Sebastian, her servant and all of her lesser vampires out to find one. Finding a virgin is difficult in 1980s Los Angeles. Mark has a problem. He wants to 'do it' with Robin in the worst way, but she wants to wait. Jamie and Russ, Mark's goofy friends convince him to go to a Hollywood pick up spot where Mark meets the Countess, on the prowl. Robin's not going to understand this. —John Vogel <jlvogel@comcast.net>",United States,English,Howard Storm,1985,1 hour 34 minutes,PG-13,vampire,halloween,virgin
6746,Squirm (1976),Horror|Romance,"In Fly Creek, a storm knocks down the power lines, transforming worms in mutant creatures. Mick travels from New York to meet his girlfriend Geri Sanders and stays at her home with her mother Naomi Sanders and her sister Alma Sanders. On the arrival, Mick has a friction with Sheriff Jim Reston and with Geri's neighbor Roger Grimes that woos her. Soon they find that Fly Creek is infested of carnivorous worms that are devouring the inhabitants, but Sheriff Reston believes it is a prank of Mick. —Claudio Carvalho, Rio de Janeiro, Brazil",United States,English,Jeff Lieberman,1976,1 hour 32 minutes,PG,power outage,worm,thunderstorm
6748,"Brood, The (1979)",Horror,"A man's wife is under the care of an eccentric and unconventional psychologist who uses innovative and theatrical techniques to breach the psychological blocks in his patients. When their daughter comes back from a visit with her mother and is covered with bruises and welts, the father attempts to bar his wife from seeing the daughter but faces resistance from the secretive psychologist. Meanwhile, the wife's mother and father are attacked by strangely deformed children, and the man begins to suspect a connection with the psychologist's methods. —Ed Sutton <esutton@mindspring.com>",Canada,English,David Cronenberg,1979,1 hour 32 minutes,R,body horror,1970s,childbirth
6750,Anything Else (2003),Comedy|Drama|Romance,"Jerry Falk (Jason Biggs) and David Dobel (Woody Allen), who meet at a business meeting, become fast friends. Their commonality is that they are both fledgling New York City based comedy writers, largely writing material for stand-ups, are Jewish (although David is an atheist), and are each of bundle of different neuroses. Their big difference is that Jerry is twenty-one, while David is sixty, with forty more years worth of life experience, knowledge, and neuroses. While Jerry writes full time - he is also working on a novel - David has kept his day job as a public school teacher just in case. In their relationship, David becomes somewhat of Jerry's mentor, providing advice on Jerry's life issues, most which revolve around the fact that Jerry is a product of inertia, having trouble leaving anyone. That's why Jerry's still with the only manager he's ever had, Harvey Wexler (Danny DeVito). Jerry not only being Harvey's only client (which is a testament to his effectiveness in the job), Harvey also has a twenty-five percent take as stipulated in their contract, which he wants to extend for another seven years. That's why Jerry is still in therapy with a psychiatrist who has done him no good, and who advised Jerry to stay in therapy with him as opposed to taking a job in Los Angeles, California. But that not being able to leave largely applies to his love life. Jerry already has one divorce. He is having problems with his current girlfriend Amanda (Christina Ricci), who he believes is the love of his life. He fell in love with her at first sight, when he was already in a cohabitational relationship with Brooke (KaDee Strickland), and Amanda dating Jerry's friend, Bob Stiles (Jimmy Fallon). Even after Jerry began sleeping with Amanda, he could not be up front with Brooke about the situation, leaving her to figure out his lies. What Jerry is unable or unwilling to see is that Amanda not only manipulates him, but that he focuses on the things between them that make them truly compatible, while disregarding those many more things which make them incompatible. What has made their relationship more difficult of late is that her mother, who is trying to find herself, has moved in with them in their small apartment. Despite David's unique view of life, he may be able to see Jerry and Amanda's relationship more clearly as an objective bystander. The question becomes how much of David's advice Jerry will take in its entirety. —Huggo",United States,"English, Latin",Woody Allen,2003,1 hour 48 minutes,15,love,writer,love at first sight
6751,Cold Creek Manor (2003),Drama|Thriller,"Wanting to escape city life for the countryside, New Yorkers Cooper Tilson (Quaid), his wife Leah (Stone) and their two children move into a dilapidated old mansion still filled with the possessions of the previous family. Turning it into their dream house soon becomes a living nightmare when the previous owner (Dorff) shows up, and a series of terrifying incidents lead them on a spine-tingling search for clues to the estate's dark and lurid past... —Gavin Nelson",United States,English,Mike Figgis,2003,1 hour 58 minutes,15,husband wife relationship,pedophilia,woods
6752,"Fighting Temptations, The (2003)",Drama,"A New York advertising executive who is about to land a big account, has his life shaken up when it becomes known that he has lied about having a college degree. After being fired, his life is further shaken by his debtors who had counted on paying after landing the account. Having to go on the run, he is called back to his southern town roots, when his great aunt dies. At the reading of the will, he learns he has been asked to assume the mantle of choir director of his great aunt's church and if he can get the choir in the Gospel Explosion in Atlanta, he will inherit stock worth $150,000. Unfortunately the choir leaves a lot to be desired and he has to start recruiting. Among others, he gets three prisoners to join. More importantly, he gets a ""sinner"" from one of the local night clubs to join. While initially scorned and resisted, nonetheless her voice wins everyone but the hardcore church busybody. —John Sacksteder <jsackste@bellsouth.net>",United States,English,Jonathan Lynn,2003,2 hours 3 minutes,Rated PG-13 for some sexual references,taxi driver,cell phone,georgia usa
6753,Secondhand Lions (2003),Children|Comedy|Drama,"A young male spends the summer with his two great-uncles on their farm. While there, he gets to know them and learns about their past. He learns that they fought together. Along the way, they understand the meaning of family and sticking together. —RECB3",United States,English,Tim McCanlies,2003,1 hour 51 minutes,12,male protagonist,held at swordpoint,foreign legion
6754,Underworld (2003),Action|Fantasy|Horror,"Against the backdrop of an unseen centuries-old war between the sophisticated Vampire clan and the brutish clan of lycanthropes, the Lycans, the lethally alluring vampire assassin and member of the elite ""Death Dealers"" squad, Selene, has devoted her existence to eradicating the earth's scattered pockets of remaining werewolves. With the death of the Lycans' supreme overlord, Lucian, the vampires' victory seems near; however, when their arch-enemy takes a special interest in the seemingly harmless human doctor, Michael Corvin, Selene will unearth a long-standing conspiracy. Now, treason, deceit, and conflicting feelings stand in the way of truth, forcing Selene to break protocol for the sake of the vampire race. Can a forbidden relationship put in jeopardy her noble quest? Is this the beginning of a new era, and an entirely different war? —Nick Riganas",United States,English,Len Wiseman,2003,2 hours 1 minute,18,vampire,latex catsuit,vampire bite
6755,Bubba Ho-tep (2002),Comedy|Horror,"Based on the Bram Stoker Award nominee short story by cult author Joe R. Lansdale, Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis (Bruce Campbell) as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death"", then missed his chance to switch back. Elvis teams up with Jack (Ossie Davis), a fellow nursing home resident who thinks that he is actually President John F. Kennedy, and the two valiant old codgers sally forth to battle an evil Egyptian entity who has chosen their long-term care facility as his happy hunting grounds. —Eric Shovanda",United States,"English, German",Don Coscarelli,2002,1 hour 32 minutes,"Rated R for language, some sexual content and brief violent images",motorized wheelchair,elvis impersonator,african american
6760,In This World (2002),Adventure|Drama,"In February 2002 in the Shamshatoo Refugee Camp in the North West Frontier Province in Pakistan, there are 53,000 refugees living in sub-human conditions since 1979 with the Soviet Union invasion and 2001 with the USA bombing and invasion of Afghanistan. The family of the Afghan Enayat and his cousin Jamal decides to send them illegally to London to have a better life. They hire coyotes to smuggle the cousins through Iran and Turkey to Italy and finally London hidden inside trucks and containers. However, the long journey locked in a container with other families poses a terrible challenge to the boys. —Claudio Carvalho, Rio de Janeiro, Brazil",United Kingdom,"Pashtu, Persian, English, Turkish",Michael Winterbottom,2002,1 hour 28 minutes,15,ox slaughter,actual animal killed,watching a gay porn video
6763,Duplex (2003),Comedy|Crime,"Alex Rose and Nancy Kendricks are a young couple who believe they have found their perfect home to start a family in. There is just one problem. An elderly tenant is staying upstairs and won't move out. Alex and Nancy desperately try everything to convince her to leave, but she refuses to move. Soon, their dream home becomes their home of nightmares. —FilmFanUK",Germany,English,Danny DeVito,2003,1 hour 29 minutes,"Rated PG-13 for sexual content, language and some violence",vomiting into a kitchen sink,raisin,vomiting
6764,"Rundown, The (2003)",Action|Adventure|Comedy,"In an attempt to earn enough money to start his own small business, the dauntless bounty hunter--or retrieval expert--and aspiring restaurateur, Beck, is talked into bringing back home his shady boss' adventure-seeking son, Travis, from the impenetrable Amazon jungle. However, there, in the dusty town of El Dorado, Beck is in for a wild ride, as the local tyrant and powerful mining baron, Cornelius Hatcher, too, is desperately trying to track down Travis: the only person who knows the exact location of a precious golden artefact. Now, the feisty barmaid with the hidden agenda, Mariana, and Hatcher's small army of whip-cracking gun-toting henchmen are after Beck and Travis, hell-bent on finding first the rare statuette. Will they get out of the jungle in one piece? —Nick Riganas",United States,"English, Portuguese",Peter Berg,2003,1 hour 44 minutes,15,jungle,bounty hunter,brazil
6765,Under the Tuscan Sun (2003),Comedy|Drama|Romance,"Frances Mayes is a San Francisco-based literature professor, literary reviewer and author, who is struggling in writing her latest book. Her outwardly perfect and stable life takes an unexpected turn when her husband files for divorce. He wants to marry the woman with whom he is having an affair. Frances supported her husband financially as he was writing his own book, and he sues her for alimony despite her financial difficulties. And he wants to keep the house. Frances eventually accepts her best friend Patti's offer of a vacation, a gay tour of Tuscany which Patti and her lesbian partner Grace originally purchased for themselves before Patti found out that she is pregnant. The gift is a means to escape dealing with the divorce, from which Patti feels Frances may never recover emotionally without some intervention. Feeling that Patti's assessment may be correct in that she has too much emotional baggage ever to return to San Francisco, Frances, while in Tuscany, impulsively ditches the tour to purchase an aged villa, which ends up being a fixer-upper. Frances has many obstacles in eking out a productive and happy life in her new surroundings, that happy life which she hopes will eventually include rediscovering romantic love. In a discussion with sympathetic real estate agent Signor Martini, Frances outlines what emotionally she wants to accomplish with the villa, despite none of those items in a substantive material sense currently being in her life. In response, Martini tells her the story of a set of railroad tracks that were laid between Vienna and Venice before an engine that could make the trek being built, a train which now regularly travels the route. The question becomes whether Frances, in going through the process, will be laying another Vienna to Venice track, and if so whether that end product emotionally will be exactly as she envisions. —Huggo",United States,"English, Italian, Polish, French, Spanish, German",Audrey Wells,2003,1 hour 53 minutes,15,villa,writer,book
6768,Luther (2003),Drama,"Biography of Martin Luther (Joseph Fiennes), the sixteenth century priest who led the Christian Reformation, and opened up new possibilities in exploration of faith. This movie begins with his vow to become a monk, and continues through his struggles to reconcile his desire for sanctification with his increasing abhorrence of the corruption and hypocrisy pervading the Church's hierarchy. He is ultimately charged with heresy and must confront the ruling Cardinals and Princes, urging them to make the Scriptures available to the common believer and lead the Church toward faith through justice and righteousness. —scgary66",Germany,"English, Latin",Eric Till,2003,2 hours 3 minutes,12,thuringia germany,erfurt germany,95 theses
6769,Mambo Italiano (2003),Comedy,"Angelo Barberini is the oddball son of Italian immigrants Gino and Maria, who inadvertently ended up in Canada rather than the States. Angelo shocks his parents by moving out on his own without getting married, and shocks them further still when he reveals that he's gay. But his boyfriend, policeman Nino Paventi isn't as ready to come out of the closet -- especially not to his busybody mother, Lina. —Shannon Patrick Sullivan <shannon@mun.ca>",Canada,"English, Italian, French",Émile Gaudreault,2003,1 hour 28 minutes,Rated R for language and sexual situations,travel agent,montreal quebec canada,italian stereotype
6770,My Life Without Me (2003),Drama|Romance,"Ann, 23 years old, lives a modest life with her two kids and her husband in a trailer in her mother's garden. Her life takes a dramatic turn, when her doctor tells her that she has uterine cancer and only two months to live. She compiles a list of things to do before she dies. —Moritz Muehlenhoff <jmm@inutil.org>",Spain,English,Isabel Coixet,2003,1 hour 46 minutes,15,panties,underwear,adultery
6772,To Be and to Have (Être et avoir) (2002),Documentary,"How do we learn to live with others and their wishes? Director Nicolas Philibert poses this question in a village schoolhouse in Auvergne, where Georges Lopez teaches 13 children, ages ranging from about four to 12. Against a landscape of mountains and farmland, from driving snow to rain to sun, the children gather in Lopez's warm and colorful classroom, to read, write dictation, cook, and sort things out. At home, the older ones do homework with parents after their chores. At year's end, they look ahead to the next, visiting the middle school and meeting the little ones coming in the fall. As they learn sums and adjectives, with Lopez's help, they also learn to live side by side. —<jhailey@hotmail.com>",France,French,Nicolas Philibert,2002,1 hour 44 minutes,All,school,auvergne,schoolhouse
